M,To Kill a Mockingbird,Horton Foote,5,Drama,129,1962,Gregory Peck,Mary Badham
M,Ferris Bueller's Day Off,John Hughes,7,Comedy,103,1986,Matthew Broderick,Alan Ruck,Jennifer Grey
M,Rocky,Sylvester Stallone,7,Drama/Action,119,1976,Sylvester Stallone,Carl Weathers
M,Jaws,Steven Spielberg,5,Drama/Action,129,1975,Roy Scheider,Richard Dreyfuss
M,Daughters of the Dust,Julie Dash,8,Drama,112,1991,Alva Rogers,Cora Lee Day
M,Raiders of the Lost Ark,George Lucas,6,Action Adventure,115,1981,Harrison Ford,Karen Allen
M,Star Wars IV,George Lucas,6,Action Adventure,121,1977,Mark Hamill,Carrie Fisher,Harrison Ford,Alec Guiness
M,Hidden Figures,Theodore Melfi,9,Drama,126,2016,Jaraji P Henson,Octavia Spencer,Janelle Monae
M,Mr. Holland's Opus,Stephen Herek,8,Drama/Musical, 143,1995,Richard Dreyfuss,Jay Thomas,Glenne Headly
Q
